INSERT_UPDATE StockLevel;styleCode;productCode[unique=true];available;warehouse(code)[unique=true];lockMode[default=true];lockActiveUntil[dateformat=dd-MM-yyyy, default=31-12-2099];
;604974XJB1D1039;809073314;2000;KR_AVAILABLE;;;
;604974XJB1D1039;809074418;2000;KR_AVAILABLE;;;
;604974XJB1D1039;809079662;2000;KR_AVAILABLE;;;
;604974XJB1D1039;809079775;2000;KR_AVAILABLE;;;

;604974XJB1D1039;809069764;2000;EU_AVAILABLE;;;
;604974XJB1D1039;809073314;2000;EU_AVAILABLE;;;
;604974XJB1D1039;809074418;2000;EU_AVAILABLE;;;
;604974XJB1D1039;809079662;2000;EU_AVAILABLE;;;
;604974XJB1D1039;809079775;2000;EU_AVAILABLE;;;
;604974XJB1D1039;809079911;2000;EU_AVAILABLE;;;
;604974XJB1D1039;809079912;2000;EU_AVAILABLE;;;

;604974XJB1D1039;809069764;2000;AU_AVAILABLE;;;
;604974XJB1D1039;809073314;2000;AU_AVAILABLE;;;
;604974XJB1D1039;809074418;2000;AU_AVAILABLE;;;
;604974XJB1D1039;809079662;2000;AU_AVAILABLE;;;
;604974XJB1D1039;809079775;2000;AU_AVAILABLE;;;
;604974XJB1D1039;809079911;2000;AU_AVAILABLE;;;


UPDATE StockLevel;styleCode;productCode[unique=true];available;warehouse(code)[unique=true];lockMode[default=true];lockActiveUntil[dateformat=dd-MM-yyyy, default=31-12-2099];

;5959924GA269764;808945758;2000;US_AVAILABLE;;;
;5959924GA269764;808945758;2000;JP_AVAILABLE;;;
;5959924GA269764;808945758;2000;KR_AVAILABLE;;;
;5959924GA269764;808945758;2000;EU_AVAILABLE;;;
;5959924GA269764;808945758;2000;KR_AVAILABLE;;;
;5959924GA269764;808945758;2000;AU_AVAILABLE;;;


INSERT_UPDATE StockLevel;styleCode;productCode[unique=true];available;warehouse(code)[unique=true];lockMode[default=true];lockActiveUntil[dateformat=dd-MM-yyyy, default=31-12-2099];

;597911ZAC534310;809073286;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809081443;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809074392;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809082893;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809086285;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809092476;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809095548;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809095945;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809095549;2000;HK_AVAILABLE;;;	


;597911ZAC534310;809073286;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809081443;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809074392;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809082893;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809086285;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809092476;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809095548;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809095945;2000;HK_AVAILABLE;;;	
;597911ZAC534310;809095549;2000;HK_AVAILABLE;;;	


UPDATE StockLevel;styleCode;productCode[unique=true];available;warehouse(code)[unique=true];lockMode[default=true];lockActiveUntil[dateformat=dd-MM-yyyy, default=31-12-2099];

;596384XJBTC1082;808947971;2000;US_AVAILABLE;;;
;596384XJBTC1082;808942253;2000;US_AVAILABLE;;;
;596384XJBTC1082;809012435;2000;US_AVAILABLE;;;
;596384XJBTC1082;809012436;2000;US_AVAILABLE;;;
;596384XJBTC1082;809012437;2000;US_AVAILABLE;;;
;596384XJBTC1082;809020081;2000;US_AVAILABLE;;;

;596384XJBTC1082;808947971;2000;JP_AVAILABLE;;;
;596384XJBTC1082;808942253;2000;JP_AVAILABLE;;;
;596384XJBTC1082;809012435;2000;JP_AVAILABLE;;;
;596384XJBTC1082;809012437;2000;JP_AVAILABLE;;;


;596384XJBTC1082;808947971;2000;EU_AVAILABLE;;;
;596384XJBTC1082;808942253;2000;EU_AVAILABLE;;;
;596384XJBTC1082;809012435;2000;EU_AVAILABLE;;;
;596384XJBTC1082;809012436;2000;EU_AVAILABLE;;;
;596384XJBTC1082;809012437;2000;EU_AVAILABLE;;;
;596384XJBTC1082;809020081;2000;EU_AVAILABLE;;;

;596384XJBTC1082;808947971;2000;AU_AVAILABLE;;;
;596384XJBTC1082;808942253;2000;AU_AVAILABLE;;;
;596384XJBTC1082;809012435;2000;AU_AVAILABLE;;;
;596384XJBTC1082;809012437;2000;AU_AVAILABLE;;;

INSERT_UPDATE StockLevel;styleCode;productCode[unique=true];available;warehouse(code)[unique=true];lockMode[default=true];lockActiveUntil[dateformat=dd-MM-yyyy, default=31-12-2099];


;610624Z403L2471;809138762;2000;US_AVAILABLE;;;
;610624Z403L2471;809111477;2000;US_AVAILABLE;;;
;610624Z403L2471;809138763;2000;US_AVAILABLE;;;
;610624Z403L2471;809138764;2000;US_AVAILABLE;;;
;610624Z403L2471;809141261;2000;US_AVAILABLE;;;
;610624Z403L2471;809141262;2000;US_AVAILABLE;;;

;610624Z403L2471;809138762;2000;JP_AVAILABLE;;;
;610624Z403L2471;809111477;2000;JP_AVAILABLE;;;
;610624Z403L2471;809138763;2000;JP_AVAILABLE;;;
;610624Z403L2471;809141261;2000;JP_AVAILABLE;;;

;610624Z403L2471;809138762;2000;KR_AVAILABLE;;;
;610624Z403L2471;809111477;2000;KR_AVAILABLE;;;
;610624Z403L2471;809138763;2000;KR_AVAILABLE;;;
;610624Z403L2471;809141261;2000;KR_AVAILABLE;;;

;610624Z403L2471;809138762;2000;EU_AVAILABLE;;;
;610624Z403L2471;809111477;2000;EU_AVAILABLE;;;
;610624Z403L2471;809138763;2000;EU_AVAILABLE;;;
;610624Z403L2471;809138764;2000;EU_AVAILABLE;;;
;610624Z403L2471;809141261;2000;EU_AVAILABLE;;;
;610624Z403L2471;809141262;2000;EU_AVAILABLE;;;

;610624Z403L2471;809138762;2000;AU_AVAILABLE;;;
;610624Z403L2471;809111477;2000;AU_AVAILABLE;;;
;610624Z403L2471;809138763;2000;AU_AVAILABLE;;;
;610624Z403L2471;809141261;2000;AU_AVAILABLE;;;





